172.18.0.1 - - [13/Jun/2025:10:35:39 +0000] "GET /public/css/auth.css HTTP/1.1" 200 1836 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
172.18.0.1 - - [13/Jun/2025:10:35:39 +0000] "GET /public/images/items/placeholder.svg HTTP/1.1" 200 298 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [13/Jun/2025:10:35:55 +0000] "GET / HTTP/1.1" 200 7940 "-" "curl/8.5.0"
172.18.0.1 - - [13/Jun/2025:10:35:56 +0000] "GET /login HTTP/1.1" 200 1447 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
172.18.0.1 - - [13/Jun/2025:10:35:56 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 403 548 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
172.18.0.1 - - [13/Jun/2025:10:36:02 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 403 548 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
172.18.0.1 - - [13/Jun/2025:10:36:02 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 403 548 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [13/Jun/2025:10:36:25 +0000] "GET / HTTP/1.1" 200 7940 "-" "curl/8.5.0"
172.18.0.1 - - [13/Jun/2025:10:36:32 +0000] "GET /login HTTP/1.1" 200 1447 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
172.18.0.1 - - [13/Jun/2025:10:36:32 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 403 548 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
172.18.0.1 - - [13/Jun/2025:10:36:39 +0000] "POST /login HTTP/1.1" 200 306 "http://localhost:8080/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
172.18.0.1 - - [13/Jun/2025:10:36:40 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 403 548 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
172.18.0.1 - - [13/Jun/2025:10:36:53 +0000] "GET /login HTTP/1.1" 200 1447 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
172.18.0.1 - - [13/Jun/2025:10:36:53 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 403 548 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [13/Jun/2025:10:36:55 +0000] "GET / HTTP/1.1" 200 7940 "-" "curl/8.5.0"
172.18.0.1 - - [13/Jun/2025:10:37:00 +0000] "POST /login HTTP/1.1" 200 306 "http://localhost:8080/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
